Feature_1,Feature_2
46.77938483794324,28.393070791735035
58.135172173696695,32.064657271378124
37.69135683566045,27.181377235980126
52.27459934604129,25.888898022167844
63.07142754282428,31.218436057459563
33.92516765438772,31.224832855543614
51.84633858532304,27.46528412314435
52.598827942484235,27.644808471908387
57.8182287177731,31.16024968678818
37.63049289121918,22.75957829251338
36.795433869157236,22.962681128117225
55.21941565616898,26.40777889373782
52.96984673233186,28.932764241440765
52.504928503458764,31.554537827990025
53.46448209496975,37.37678108474776
43.19975278421509,34.2882981160101
52.322536971610035,29.200307350182864
52.93072473298681,29.904918960486555
42.85648581973632,24.987353176810956
68.65774511144757,29.90743432003805
54.73832920911788,28.55670680539931
38.08696502797351,31.613592801690448
56.5655360863383,25.863845282238387
40.253183297726785,32.59673257120586
57.87084603742452,37.66369456501289
61.58595579007404,29.456199257715713
41.7931768164829,32.00855861049471
59.63376129244322,33.45071995855556
54.12780926936498,27.993897640570818
58.2206015999449,31.120462409052084
68.96792982653947,30.062962003908975
47.54611883997129,30.48838049274416
42.4626383564251,26.13495108072267
41.10485570374477,30.122550871294713
41.841897150345616,32.48999145622725
49.228982905858956,37.25571803897521
53.41151974816644,34.79635413042603
52.766907993300194,40.76591228755778
58.27183249036024,26.163262185559752
50.13001891877907,34.36160318360339
64.53534077157317,30.91671002869176
47.35343166762044,40.94901466608836
77.20169166589619,25.958508573224243
56.25667347765006,25.801390789096118
41.42842443583717,27.00303677277989
39.29107501938888,19.380521378450965
54.824724152431855,27.371224891596196
47.76537214674149,26.20433669223151
57.14000494092092,30.75196893238104
54.73237624573545,31.708779878885796
49.271710873431275,39.38085419607943
41.532062819315954,34.75211919093025
34.851527753141355,27.115481721687985
45.53485047932979,25.50792664325821
58.56398794323472,32.45959585753253
52.14093744130204,23.398833964896788
37.542612212880115,39.157293829271765
51.73180925851182,35.897200603606436
53.85317379728837,27.654121739476476
41.16142563798867,21.434327354545612
51.53725105945528,36.76936187082706
50.58208718446,29.42730077373691
38.57029702169377,36.18908155986731
82.44458507012996,14.248236953387057
78.20221215792118,11.236740508715988
71.69126489952781,12.252720676550467
95.9416712876516,10.645797075757475
94.38703027390233,14.770255136293612
99.99153019858392,13.0308731722544
99.89910511221716,11.143214027517313
86.66295116807882,13.358503422029283
93.06962245541531,13.09064120228948
98.34297189647285,11.790813590164202
